date,open,high,low,close,volume
2021-06-01,9428,9640,9371,9406,587537
2021-06-02,9495,9541,9362,9406,504202
2021-06-03,9358,9358,9193,9241,386682
2021-06-04,9255,9330,9174,9312,479645
2021-06-07,9330,9343,9057,9088,432769
2021-06-08,9076,9120,8932,9088,378329
2021-06-09,9120,9124,8909,8940,426033
2021-06-10,8897,9088,8888,8995,319760
2021-06-11,9076,9296,9040,9291,461586
2021-06-14,9327,9398,9228,9282,228929
2021-06-15,9273,9307,9139,9224,305551
2021-06-16,9210,9273,9174,9237,204899
2021-06-17,9152,9169,9076,9093,308436
2021-06-18,8975,9045,8968,9030,403566
2021-06-21,8940,8954,8825,8866,344882
2021-06-22,8954,9286,8954,9143,557228
2021-06-23,9224,9241,9030,9048,341487
2021-06-24,9081,9348,9040,9348,554563
2021-06-25,9522,9531,9348,9358,625736
2021-06-28,9406,9505,9277,9438,488385
2021-06-29,9371,9371,9165,9184,511972
2021-06-30,9220,9264,9107,9193,288493
2021-07-01,9174,9193,9088,9112,224058
2021-07-02,9124,9273,9124,9152,332971
2021-07-05,9241,9269,9120,9160,226118
2021-07-06,9189,9189,9107,9129,155941
2021-07-07,9061,9088,8975,9000,186675
2021-07-08,9040,9255,9021,9030,375940
2021-07-09,8918,8918,8689,8869,423499
2021-07-12,9004,9139,8980,9030,316985
2021-07-13,9084,9112,8980,9076,361233
2021-07-14,9076,9152,9021,9088,233272
2021-07-15,9116,9228,9102,9220,269062
2021-07-16,9147,9241,9112,9184,158180
2021-07-19,9066,9084,8927,8959,258067
2021-07-20,8802,8905,8793,8857,199710
2021-07-21,8945,8990,8909,8927,160790
2021-07-22,8990,9179,8990,9179,344656
2021-07-23,9255,9473,9189,9388,797078
2021-07-26,9451,9518,9317,9322,279637
2021-07-27,9393,9581,9376,9473,299870
2021-07-28,9455,9563,9411,9455,227747
2021-07-29,9510,9536,9307,9358,228073
2021-07-30,9415,9559,9367,9505,428049
2021-08-02,9572,9576,9307,9388,202984
2021-08-03,9339,9339,9016,9076,530949
2021-08-04,9120,9210,9066,9210,217483
2021-08-05,9134,9193,9112,9160,129495
2021-08-06,9156,9174,9084,9098,126003
2021-08-09,9066,9066,8949,8985,220323
2021-08-10,9009,9030,8922,8954,333073
2021-08-11,9053,9160,9004,9021,244242
2021-08-12,9071,9112,9004,9016,144317
2021-08-13,8990,9071,8807,8940,239159
2021-08-17,8905,8945,8653,8694,262477
2021-08-18,8663,8788,8537,8744,136675
2021-08-19,8658,8686,8287,8300,290041
2021-08-20,8300,8385,8084,8117,253261
2021-08-23,8170,8291,8076,8215,126245
2021-08-24,8277,8568,8277,8550,226150
2021-08-25,8645,8807,8564,8637,265947
2021-08-26,8600,8673,8564,8578,83098
2021-08-27,8537,8573,8470,8537,93970
2021-08-30,8645,8866,8618,8833,279436
2021-08-31,8869,8949,8766,8949,206364
2021-09-01,8932,8975,8909,8945,105666
2021-09-02,8949,9179,8949,8975,396971
2021-09-03,8985,9026,8959,9021,239059
2021-09-06,9009,9035,8932,8980,161788
2021-09-07,9040,9264,9021,9224,379558
2021-09-08,9260,9384,9195,9343,600532
2021-09-09,9317,9322,9045,9061,321162
2021-09-10,9112,9147,9011,9071,406711
2021-09-13,9066,9286,9021,9282,490037
2021-09-14,9296,9367,9174,9205,336901
2021-09-15,9147,9179,9035,9071,152705
2021-09-16,9156,9296,9102,9152,93398
2021-09-17,9093,9120,9026,9093,166964
2021-09-23,8990,8990,8734,8788,300061
2021-09-24,8825,8883,8703,8726,184449
2021-09-27,8649,8726,8604,8658,135516
2021-09-28,8722,8722,8483,8555,212158
2021-09-29,8332,8448,8314,8448,215298
2021-09-30,8376,8470,8359,8439,124705
2021-10-01,8364,8404,8196,8251,212831
2021-10-05,8107,8282,8031,8196,171401
2021-10-06,8261,8322,7995,7995,204637
2021-10-07,8041,8183,8041,8165,122271
2021-10-08,8225,8345,8225,8251,90958
2021-10-12,8251,8412,8251,8332,262615
2021-10-13,8322,8573,8291,8550,230609
2021-10-14,8713,8753,8587,8663,255266
2021-10-15,8766,8771,8637,8713,197477
2021-10-18,8766,8788,8703,8708,103931
2021-10-19,8708,8744,8641,8673,120750
2021-10-20,8637,8653,8400,8400,260038
2021-10-21,8408,8492,8385,8415,104738
2021-10-22,8345,8376,8196,8241,444441
2021-10-25,8232,8364,8107,8359,169074
2021-10-26,8420,8448,8349,8380,180164
2021-10-27,8415,8415,8296,8296,127362
2021-10-28,8296,8296,8067,8089,268659
2021-10-29,8143,8143,7986,8012,233650
2021-11-01,7981,8062,7940,7972,168511
2021-11-02,7968,8112,7954,7954,212956
2021-11-03,7981,7995,7906,7906,90999
2021-11-04,7986,8008,7821,7838,162309
2021-11-05,7869,7883,7579,7637,296681
2021-11-08,7637,7660,7490,7637,154582
2021-11-09,7646,7736,7610,7664,107209
2021-11-10,7610,7610,7426,7440,218391
2021-11-11,7360,7471,7319,7382,193648
2021-11-12,7448,7741,7448,7741,490458
2021-11-15,7741,7758,7633,7705,283387
2021-11-16,7677,7695,7601,7624,240024
2021-11-17,7619,7619,7414,7414,429464
2021-11-18,7391,7462,7337,7391,317810
2021-11-19,7396,7502,7387,7431,400875
2021-11-22,7391,7471,7368,7467,268927
2021-11-23,7490,7674,7490,7579,442572
2021-11-24,7575,7587,7462,7480,244358
2021-11-25,7452,7462,7396,7417,166968
2021-11-26,7431,7467,7309,7333,316765
2021-11-29,7089,7229,7089,7130,282550
2021-11-30,7157,7212,6880,6929,278589
2021-12-01,6955,7202,6890,7125,571534
2021-12-02,7063,7337,7044,7337,263581
2021-12-03,7414,7414,7293,7396,193128
2021-12-06,7378,7556,7278,7485,203188
2021-12-07,7521,7565,7457,7534,166143
2021-12-08,7575,7669,7521,7538,269021
2021-12-09,7552,7597,7521,7579,299311
2021-12-10,7525,7606,7493,7601,238457
