date,open,high,low,close,volume
2021-06-01,42450,43000,42350,43000,1428088
2021-06-02,43000,43250,42700,42850,1227975
2021-06-03,42900,43100,42500,42600,1089598
2021-06-04,42350,43000,42300,42450,1174125
2021-06-07,42550,42900,42200,42900,1042746
2021-06-08,42750,42900,42400,42750,1149730
2021-06-09,42650,42750,42150,42150,971029
2021-06-10,42150,42450,41950,42450,1772449
2021-06-11,42150,42450,41900,42300,1103443
2021-06-14,42000,42300,41000,41150,1726142
2021-06-15,40900,41450,40700,41200,976490
2021-06-16,41200,42100,41150,42000,1414227
2021-06-17,42450,42700,41650,41650,1506485
2021-06-18,41300,41500,41050,41100,1829873
2021-06-21,40300,40450,39700,39800,2602606
2021-06-22,40350,40800,40300,40750,1337117
2021-06-23,40750,40800,40050,40300,992252
2021-06-24,40050,40950,40000,40750,1037611
2021-06-25,41350,41650,41150,41650,1468806
2021-06-28,41750,42100,41400,41800,1330340
2021-06-29,41500,41550,40900,40900,1189105
2021-06-30,40500,40800,40400,40600,1358961
2021-07-01,40650,40700,40000,40100,1188744
2021-07-02,40200,40550,40050,40250,963814
2021-07-05,40250,40250,39750,39800,1117185
2021-07-06,40000,40100,39800,39900,759485
2021-07-07,39350,39750,38900,39200,1978541
2021-07-08,39000,39500,38800,38950,1488835
2021-07-09,38450,38700,37900,38200,2538205
2021-07-12,38900,39500,38800,39150,1164432
2021-07-13,39400,39800,39350,39450,861142
2021-07-14,38850,39000,38550,38600,1522194
2021-07-15,38500,38800,38250,38700,1129349
2021-07-16,38550,38750,38250,38750,1483749
2021-07-19,38250,38450,38100,38200,846332
2021-07-20,37350,37750,37350,37550,2095357
2021-07-21,37800,37950,37500,37550,1108446
2021-07-22,38050,38750,38000,38450,1726773
2021-07-23,38500,38600,38050,38350,1005931
2021-07-26,38750,38750,37900,37950,745243
2021-07-27,38150,38600,38000,38400,1094252
2021-07-28,38400,39700,38150,39700,2001130
2021-07-29,39800,40200,39600,40050,1998360
2021-07-30,40250,40250,38800,39150,1854747
2021-08-02,39200,39300,38200,38600,1552716
2021-08-03,38250,38750,38200,38750,1055373
2021-08-04,38900,39350,38750,39050,1142319
2021-08-05,38800,39200,38600,38700,1072144
2021-08-06,38850,39400,38500,38750,1436351
2021-08-09,38900,39300,38800,39100,1370557
2021-08-10,39250,39450,38550,38900,1053076
2021-08-11,39050,39400,38750,39200,1682307
2021-08-12,39500,39750,39300,39350,1499688
2021-08-13,39700,39700,38450,38900,1344029
2021-08-17,38800,39050,38500,38850,1378827
2021-08-18,38900,39000,38550,39000,836600
2021-08-19,38800,38850,37200,37550,1827166
2021-08-20,37400,37650,36800,37100,1491054
2021-08-23,37550,37950,37200,37450,1113380
2021-08-24,37850,38650,37750,38650,1262833
2021-08-25,38350,38950,38200,38950,1114072
2021-08-26,39150,39600,38600,39350,1812491
2021-08-27,39300,39300,38850,39250,1098653
2021-08-30,39300,39350,38050,38300,1135687
2021-08-31,38100,38850,37550,38850,2096211
2021-09-01,39100,39350,38750,39250,957200
2021-09-02,38700,39500,38650,38800,1220637
2021-09-03,38700,38950,38550,38700,784107
2021-09-06,38650,38750,38150,38500,945777
2021-09-07,38250,38500,38000,38250,800282
2021-09-08,38000,38600,38000,38600,1447777
2021-09-09,38500,38750,38050,38750,1858340
2021-09-10,38500,38550,37950,38250,1107488
2021-09-13,38100,38600,38000,38450,776036
2021-09-14,38650,39300,38650,39150,1345832
2021-09-15,38700,39150,38650,38850,1023417
2021-09-16,38850,39000,38350,38750,765677
2021-09-17,38400,38700,38300,38700,1079349
2021-09-23,38250,38950,38100,38950,1693260
2021-09-24,39150,39900,39050,39650,1802862
2021-09-27,39000,39700,39000,39550,991297
2021-09-28,39750,40500,39650,40150,2097479
2021-09-29,40000,40300,39450,39850,1504973
2021-09-30,39950,40500,39650,40400,1784894
2021-10-01,40150,40400,39700,39700,1377173
2021-10-05,39200,39950,38800,39400,1971682
2021-10-06,39650,39950,39150,39200,1532607
2021-10-07,39500,40000,39500,39800,1090876
2021-10-08,39500,39650,39050,39100,1292331
2021-10-12,38600,38850,38000,38450,2149559
2021-10-13,38400,39100,38150,38800,1707777
2021-10-14,38850,39100,38550,38900,1085931
2021-10-15,38900,39200,38750,39000,1141181
2021-10-18,39150,39500,38800,39350,1233543
2021-10-19,39350,39600,39100,39300,778409
2021-10-20,39300,40000,39300,39800,1076886
2021-10-21,39800,40350,39650,40350,1715891
2021-10-22,40000,40350,39800,40050,954085
2021-10-25,40100,40800,39900,40500,1490069
2021-10-26,40800,40900,40350,40700,1308228
2021-10-27,40700,40750,39500,39550,1582472
2021-10-28,39500,39600,38600,38600,1626400
2021-10-29,38950,39100,38100,38250,1492252
2021-11-01,38450,38600,38100,38300,1317581
2021-11-02,38350,38700,38200,38200,1178985
2021-11-03,38500,38500,37600,37850,1307517
2021-11-04,38300,38600,37900,37950,1061339
2021-11-05,37900,38100,37150,37600,1762415
2021-11-08,37400,37700,37050,37550,833236
2021-11-09,37550,38150,37350,37450,1051994
2021-11-10,37250,37900,37250,37450,788060
2021-11-11,37550,37600,37100,37250,1074161
2021-11-12,37250,37750,37250,37550,706892
2021-11-15,37600,37800,37450,37800,735022
2021-11-16,37750,38350,37450,38350,1113970
2021-11-17,38050,38200,37400,37450,1236600
2021-11-18,37350,37400,37000,37150,1106297
2021-11-19,37150,37450,37050,37350,1050586
2021-11-22,37050,37550,37000,37350,885209
2021-11-23,37550,38050,37300,37300,1356943
2021-11-24,37550,38350,37500,37750,1362972
