date,open,high,low,close,volume
2021-06-01,1556000,1560000,1533000,1539000,22256
2021-06-02,1532000,1539000,1521000,1528000,34604
2021-06-03,1523000,1529000,1518000,1521000,31419
2021-06-04,1514000,1532000,1514000,1529000,26779
2021-06-07,1538000,1538000,1519000,1535000,21889
2021-06-08,1526000,1537000,1522000,1522000,17057
2021-06-09,1518000,1528000,1516000,1517000,25680
2021-06-10,1515000,1532000,1515000,1532000,39075
2021-06-11,1533000,1547000,1522000,1545000,41479
2021-06-14,1545000,1546000,1535000,1546000,11192
2021-06-15,1553000,1570000,1541000,1570000,39147
2021-06-16,1590000,1675000,1583000,1675000,129392
2021-06-17,1675000,1701000,1642000,1665000,49972
2021-06-18,1688000,1714000,1673000,1701000,50697
2021-06-21,1697000,1726000,1683000,1714000,32937
2021-06-22,1723000,1728000,1700000,1720000,44147
2021-06-23,1720000,1727000,1710000,1721000,37166
2021-06-24,1741000,1777000,1726000,1755000,53092
2021-06-25,1755000,1781000,1746000,1763000,24354
2021-06-28,1757000,1770000,1735000,1750000,29470
2021-06-29,1757000,1773000,1751000,1757000,42468
2021-06-30,1760000,1770000,1756000,1762000,30728
2021-07-01,1770000,1784000,1750000,1770000,35712
2021-07-02,1741000,1779000,1721000,1729000,35414
2021-07-05,1746000,1758000,1729000,1741000,25594
2021-07-06,1755000,1773000,1742000,1755000,16869
2021-07-07,1770000,1777000,1740000,1743000,29494
2021-07-08,1750000,1763000,1745000,1763000,28416
2021-07-09,1750000,1765000,1703000,1720000,34778
2021-07-12,1721000,1732000,1711000,1726000,13592
2021-07-13,1738000,1748000,1728000,1737000,14264
2021-07-14,1697000,1737000,1696000,1703000,27865
2021-07-15,1714000,1714000,1695000,1699000,16577
2021-07-16,1695000,1715000,1693000,1713000,16940
2021-07-19,1713000,1720000,1700000,1711000,17714
2021-07-20,1717000,1718000,1695000,1698000,11035
2021-07-21,1686000,1704000,1671000,1690000,21358
2021-07-22,1700000,1722000,1606000,1627000,76936
2021-07-23,1591000,1592000,1527000,1527000,166903
2021-07-26,1518000,1522000,1480000,1480000,108477
2021-07-27,1489000,1502000,1473000,1476000,62087
2021-07-28,1470000,1495000,1468000,1495000,47294
2021-07-29,1496000,1503000,1483000,1490000,49448
2021-07-30,1481000,1481000,1458000,1459000,68301
2021-08-02,1462000,1469000,1441000,1453000,38478
2021-08-03,1454000,1464000,1446000,1452000,32131
2021-08-04,1450000,1482000,1445000,1470000,32359
2021-08-05,1480000,1481000,1465000,1467000,32841
2021-08-06,1468000,1469000,1455000,1458000,29317
2021-08-09,1451000,1456000,1441000,1452000,33483
2021-08-10,1460000,1460000,1431000,1433000,43218
2021-08-11,1432000,1433000,1417000,1417000,44021
2021-08-12,1426000,1437000,1417000,1421000,48335
2021-08-13,1441000,1445000,1425000,1444000,109037
2021-08-17,1440000,1459000,1440000,1459000,35906
2021-08-18,1462000,1466000,1445000,1447000,19842
2021-08-19,1463000,1464000,1433000,1437000,36733
