date,open,high,low,close,volume
2021-06-01,211000,214000,209500,212000,85074
2021-06-02,210500,215000,210000,214500,88917
2021-06-03,213000,215500,211000,212000,121048
2021-06-04,211000,215500,210500,214500,120351
2021-06-07,214500,217500,214000,217000,97654
2021-06-08,217000,220000,216000,219000,109917
2021-06-09,219000,221500,218500,219500,136931
2021-06-10,220000,220000,212500,215500,216102
2021-06-11,213000,214500,209000,210500,230083
2021-06-14,209000,210500,207000,209500,105283
2021-06-15,208500,210500,207500,210000,90377
2021-06-16,209000,215000,208500,212000,87790
2021-06-17,212000,215000,210500,212000,92138
2021-06-18,211500,213500,209500,211000,98685
2021-06-21,211000,213000,208000,210500,97406
2021-06-22,211000,213500,210500,211000,81046
2021-06-23,211500,215500,211000,215000,106352
2021-06-24,216000,217500,214000,216000,107078
2021-06-25,216000,223500,216000,223000,142077
2021-06-28,222000,226000,220500,222500,93600
2021-06-29,221000,221000,218500,220000,103611
2021-06-30,219500,223500,218000,220500,100164
2021-07-01,220500,222500,217000,218000,87635
2021-07-02,217500,224000,217000,223500,92821
2021-07-05,223000,223500,218500,219000,75187
2021-07-06,220500,221000,219000,219000,51631
2021-07-07,216500,217500,213500,215000,90717
2021-07-08,212500,217500,212500,213000,102801
2021-07-09,210000,212000,206500,209500,128029
2021-07-12,210500,214500,210500,213000,45214
2021-07-13,213500,219500,213000,218000,73639
2021-07-14,217000,218500,216000,218000,53538
2021-07-15,218000,221000,217500,220000,81517
2021-07-16,217000,222000,216500,221500,50891
2021-07-19,220000,222500,217500,218000,51984
2021-07-20,217500,218000,214000,217000,77084
2021-07-21,217500,218500,214000,214500,48811
2021-07-22,216000,220500,215500,220500,77377
2021-07-23,217500,220500,217000,217500,43625
2021-07-26,218000,218500,214000,214500,36728
2021-07-27,215500,218000,213500,215000,50756
2021-07-28,216000,217000,213500,216000,49504
2021-07-29,214500,219000,214500,216500,56018
2021-07-30,215000,218000,214500,214500,80627
2021-08-02,217000,218500,214000,216500,62951
2021-08-03,215500,219000,214000,218500,108444
2021-08-04,216500,219000,215500,218000,123038
2021-08-05,216500,219000,216500,218000,76915
2021-08-06,217000,220500,216500,218000,110492
2021-08-09,216000,216500,214500,216000,74189
2021-08-10,215500,216500,213000,214000,57081
2021-08-11,213500,217500,213000,216000,91991
2021-08-12,216000,218500,214500,215500,107035
2021-08-13,218000,224000,217000,219000,215915
2021-08-17,221500,230000,221500,229500,344258
2021-08-18,230500,232500,226000,227000,186904
2021-08-19,227500,229000,222500,225000,150656
2021-08-20,224000,224500,218000,220500,113287
2021-08-23,221000,223000,220500,221500,100890
2021-08-24,223500,225000,220500,223500,120974
2021-08-25,228500,230500,223500,226500,87532
2021-08-26,225000,231000,225000,230500,121163
2021-08-27,231000,231500,228500,231500,70594
2021-08-30,230000,230500,223500,224500,64134
2021-08-31,222500,227000,221000,226000,126758
2021-09-01,223000,227500,222500,227000,51052
2021-09-02,225000,230000,225000,228000,81554
2021-09-03,227500,229500,227000,229000,51449
2021-09-06,227500,229500,225500,227500,52365
2021-09-07,226000,226000,222000,224500,91331
2021-09-08,222500,229500,222500,228000,89464
2021-09-09,226500,228500,223000,223000,136121
2021-09-10,225500,229500,224500,228000,75294
2021-09-13,228000,230000,225000,229500,68889
2021-09-14,230500,237000,230500,233500,140185
2021-09-15,232500,236500,232000,232000,96718
2021-09-16,232000,233500,221500,227000,114595
2021-09-17,225500,227500,224500,227500,101649
2021-09-23,223500,228000,223000,227500,99542
2021-09-24,228000,230500,226500,228500,57009
2021-09-27,227000,233500,227000,230000,71111
2021-09-28,228500,235500,228000,233000,116282
2021-09-29,233000,237000,230500,231500,105976
2021-09-30,230500,236000,230500,235000,109787
2021-10-01,233000,237500,230500,237500,97462
2021-10-05,234000,244500,234000,240000,157349
2021-10-06,242000,248500,240500,243000,188880
2021-10-07,247000,247500,239500,242000,86656
2021-10-08,241000,242000,237500,241000,59369
2021-10-12,240000,242500,237000,239500,103176
2021-10-13,239500,240500,237000,239000,70642
2021-10-14,240000,242000,238000,240000,87304
2021-10-15,239500,244000,239000,242000,71648
2021-10-18,241000,243000,238000,241500,129943
2021-10-19,244000,247000,242500,245000,54557
2021-10-20,245000,247000,243500,247000,51512
2021-10-21,245500,247500,244500,247000,85470
2021-10-22,245500,247000,243500,245000,35365
2021-10-25,243000,249000,242000,248000,43491
2021-10-26,249000,249500,246000,247500,41562
2021-10-27,249000,253000,247000,251500,73257
2021-10-28,251500,252000,235000,236000,142693
2021-10-29,235500,241000,230000,231000,132742
2021-11-01,232000,235500,231000,235000,82135
2021-11-02,236500,238000,233500,235000,69138
2021-11-03,235500,239000,230500,233500,63597
2021-11-04,233000,236000,227000,229000,86430
2021-11-05,230500,231000,223500,225000,113523
2021-11-08,223500,230000,220500,227500,66415
2021-11-09,227500,229000,221000,223000,101001
2021-11-10,221000,226000,220500,223500,63997
2021-11-11,222000,224000,219500,221000,116445
2021-11-12,224000,226000,221000,225500,95324
2021-11-15,224500,230000,223000,229500,61918
2021-11-16,230000,230000,224000,229000,88060
2021-11-17,225500,226500,217000,220000,153575
2021-11-18,217000,218500,212000,218500,102507
2021-11-19,215000,219000,213500,218000,108622
2021-11-22,213500,219500,212000,216500,133835
2021-11-23,214000,219000,213500,214000,127144
2021-11-24,214500,219000,214500,217000,99046
2021-11-25,215500,216000,212500,212500,68599
2021-11-26,211000,213000,206000,206500,87358
2021-11-29,206500,211500,205000,208000,107804
2021-11-30,205500,210500,201000,202000,202941
2021-12-01,203500,207000,200500,203000,103343
2021-12-02,200000,204000,197000,203500,144612
2021-12-03,204000,211000,203000,209000,102951
2021-12-06,208500,210500,205500,208500,46782
2021-12-07,208500,211500,206500,211500,59760
2021-12-08,211500,213500,208500,209500,84748
2021-12-09,210000,212500,209000,210500,100901
2021-12-10,210500,212500,210000,211000,46065
2021-12-13,211500,214500,210000,210500,82372
2021-12-14,209000,213000,209000,210000,74575
2021-12-15,209000,211500,208000,209500,99173
2021-12-16,209500,212000,209500,211500,59541
2021-12-17,212500,216000,211500,215500,212781
2021-12-20,214000,216000,212000,214000,80801
2021-12-21,215500,216000,214000,214000,69290
2021-12-22,214000,215000,213000,214500,43956
2021-12-23,214000,216500,213500,216000,60313
2021-12-24,217000,218500,215000,216000,76551
2021-12-27,216000,219000,216000,218500,103939
2021-12-28,219000,222000,216500,222000,164801
2021-12-29,211000,212500,205500,205500,181975
2021-12-30,205500,205500,201500,202000,72848
2022-01-03,201500,205000,200000,204500,75926
2022-01-04,203000,208000,201000,207000,112514
2022-01-05,206000,215000,205500,210500,188347
2022-01-06,212500,213500,208000,212000,97863
2022-01-07,209500,215000,208000,214500,107178
2022-01-10,213500,223500,213500,222500,173843
2022-01-11,218500,222000,213500,214000,111736
2022-01-12,214500,220000,214000,218000,90565
2022-01-13,218000,220000,215000,216500,81859
2022-01-14,216500,218500,212500,217500,80862
2022-01-17,214500,217000,212500,214500,53891
2022-01-18,216000,216500,210500,213500,79783
2022-01-19,214500,220000,214500,216500,107796
2022-01-20,217500,217500,207000,207500,115323
2022-01-21,206000,210000,205500,209000,62424
2022-01-24,208500,210500,206000,208500,69277
2022-01-25,206000,208500,202000,203500,79984
2022-01-26,206500,208500,203500,207500,75547
2022-01-27,208500,210000,197500,199000,121451
2022-01-28,201000,202500,197500,200500,133953
2022-02-03,205000,211500,204000,209000,115915
2022-02-04,211000,212500,208000,211000,75819
2022-02-07,210000,214000,208500,213500,84861
2022-02-08,216500,219000,212500,214500,82874
2022-02-09,214500,217000,214000,216500,51838
2022-02-10,216500,218500,214000,218000,75510
2022-02-11,216500,218000,214500,216000,65943
2022-02-14,216500,217500,211000,212500,59077
2022-02-15,213000,213500,210000,212000,59741
2022-02-16,212500,215500,210500,213500,74048
2022-02-17,215000,217000,212500,215500,88797
2022-02-18,212500,217000,212500,216000,44963
2022-02-21,212000,214000,210000,211000,65384
2022-02-22,207000,207000,194500,197500,397835
2022-02-23,198500,199000,196000,197500,158430
2022-02-24,195000,196500,191500,192500,194120
2022-02-25,193000,194000,188500,190000,184818
2022-02-28,190000,190500,187500,190500,110816
2022-03-02,190500,190500,187000,188000,176655
2022-03-03,189000,190500,187500,189500,107526
2022-03-04,189500,191000,188000,189500,81486
2022-03-07,186000,186500,180000,181000,196068
2022-03-08,178000,183000,177000,181000,140918
2022-03-10,186000,186500,181500,185500,158869
2022-03-11,184500,187000,183000,185500,62252
2022-03-14,184000,186500,183000,184500,80376
2022-03-15,184000,185000,181500,183000,79349
2022-03-16,183500,188000,182000,184500,90274
2022-03-17,187000,188500,184500,184500,85777
2022-03-18,184500,188000,183000,188000,184481
2022-03-21,188000,191000,188000,188500,61749
2022-03-22,191000,198000,189500,198000,198054
2022-03-23,198000,202500,197500,201500,146384
2022-03-24,199000,201000,198500,200000,72672
2022-03-25,199000,202000,198000,201000,87175
2022-03-28,198500,210000,198000,208000,145643
2022-03-29,209500,211500,205000,207500,92615
2022-03-30,208500,209500,205500,207500,74696
2022-03-31,208500,221000,207500,219000,273026
2022-04-01,216000,221000,215500,220000,121387
2022-04-04,216500,221000,216500,219500,84100
2022-04-05,218500,219000,212000,215000,74038
2022-04-06,214000,221000,213500,220500,134152
2022-04-07,220000,223500,220000,220000,143528
2022-04-08,219500,219500,215500,216500,113383
2022-04-11,215500,221000,214000,219500,90991
2022-04-12,218500,220000,216000,216500,67183
2022-04-13,218500,220000,214000,216500,81887
2022-04-14,215500,219500,215000,217500,100337
2022-04-15,216500,217000,210000,213000,164649
2022-04-18,211000,211000,206500,208000,108265
2022-04-19,208500,210500,206500,207000,85793
2022-04-20,207000,210500,207000,208000,84173
2022-04-21,210000,211500,209000,210000,73584
2022-04-22,207500,217000,207500,214500,134782
2022-04-25,212000,213000,209500,210000,52077
2022-04-26,211500,211500,206000,207000,61614
2022-04-27,203500,207000,202000,205000,83789
2022-04-28,209500,210500,206500,210000,72524
2022-04-29,209000,211000,207000,210000,74462
2022-05-02,209500,211000,202500,206000,84008
2022-05-03,204500,206500,204000,204000,56685
2022-05-04,204000,208500,204000,207500,75515
2022-05-06,206000,207000,202500,205500,77997
2022-05-09,203500,206500,201000,203000,46652
2022-05-10,202000,202000,195000,199500,94186
2022-05-11,196500,198500,194500,196000,86555
2022-05-12,195500,206000,195500,199500,153302
2022-05-13,202000,206000,199000,203000,89619
2022-05-16,205000,209000,202000,204500,72512
2022-05-17,204500,207000,199500,200000,81278
2022-05-18,200000,202500,200000,201500,46947
2022-05-19,198500,201500,198000,198500,83496
2022-05-20,199500,202500,198500,199500,116467
2022-05-23,199500,201000,196000,199500,124930
2022-05-24,199500,204000,196500,196500,82260
2022-05-25,199000,199000,197000,198500,47670
2022-05-26,197000,199000,195000,196000,81588
2022-05-27,197500,199500,196500,199500,79750
2022-05-30,200000,203500,198000,199000,76550
2022-05-31,199500,200500,196500,199000,329951
2022-06-02,197500,198500,195500,197000,84040
2022-06-03,198500,198500,195000,197000,55389
2022-06-07,197500,197500,195000,195500,106065
2022-06-08,195500,199500,194500,199000,100051
2022-06-09,199000,200000,196000,200000,122355
2022-06-10,198000,199000,195500,198000,69142
2022-06-13,197000,202500,194000,195000,114925
2022-06-14,196500,196500,191000,192000,105311
2022-06-15,192500,196000,190000,194500,80080
2022-06-16,194000,196500,192000,192500,84759
2022-06-17,191500,199500,190500,196000,140498
2022-06-20,195500,196500,192500,194500,68947
2022-06-21,197500,198500,194500,195500,52356
2022-06-22,197000,202000,194500,199000,163869
2022-06-23,199500,202000,195500,196000,124096
2022-06-24,198000,198500,194500,196500,54257
2022-06-27,196000,201500,196000,199500,70280
2022-06-28,201000,201500,198000,200500,54177
2022-06-29,199000,201000,199000,200000,46893
2022-06-30,201000,203500,199500,201000,98669
2022-07-01,204000,204000,197500,202500,103980
2022-07-04,200500,202500,198000,201500,90107
2022-07-05,202500,202500,196000,196500,142772
2022-07-06,195500,197000,183500,184500,184048
2022-07-07,186500,191000,183500,190000,88036
2022-07-08,189000,198500,189000,196500,136612
2022-07-11,196500,197500,194500,196000,47122
2022-07-12,195500,202500,194500,201500,111842
2022-07-13,203000,203500,198000,198500,76894
2022-07-14,197500,200500,195000,197000,80597
2022-07-15,196500,199000,192000,195500,77228
2022-07-18,195500,201500,195000,199000,72531
2022-07-19,197500,201000,197500,200000,47545
2022-07-20,201000,203500,197500,198500,84137
2022-07-21,197500,199000,195500,198500,78153
2022-07-22,197000,200500,194000,194500,74042
2022-07-25,195500,195500,193000,193500,57429
2022-07-26,193000,194500,191000,192000,76744
2022-07-27,193000,194500,192000,193500,52398
2022-07-28,193500,197000,193500,197000,86853
2022-07-29,198000,198500,196000,197500,52227
2022-08-01,196000,198000,196000,197500,46966
2022-08-02,196500,198500,196000,197000,43647
2022-08-03,196500,202000,196500,201500,69638
2022-08-04,200500,203000,200500,201500,50465
2022-08-05,202500,206500,201000,205500,67825
2022-08-08,204500,209500,204000,205000,78426
2022-08-09,203500,208000,201500,205000,78522
2022-08-10,205500,207000,202000,203500,48988
2022-08-11,203000,204500,201000,202000,81342
2022-08-12,202000,205000,198000,200000,116767
2022-08-16,200000,200000,196500,197000,126120
2022-08-17,197000,199000,196000,198000,80125
2022-08-18,197000,200500,195500,198500,97939
2022-08-19,198000,201500,197000,201000,90681
2022-08-22,199500,201000,199000,200000,60397
2022-08-23,200000,200000,196000,198500,53222
2022-08-24,198500,198500,196000,196000,52352
2022-08-25,196000,197500,195500,197500,52895
2022-08-26,197000,199000,196500,196500,72576
2022-08-29,195500,196000,192000,193000,56496
2022-08-30,193500,195500,192000,194000,53107
2022-08-31,192500,195000,190500,195000,91787
2022-09-01,193000,194500,191000,192000,74003
2022-09-02,191500,193000,190000,192000,68309
2022-09-05,193500,194500,192000,193000,38217
2022-09-06,194000,194000,191000,192500,61568
2022-09-07,192000,194000,190000,192500,59843
2022-09-08,194500,194500,190500,192000,77693
2022-09-13,193500,199000,193000,197500,91304
2022-09-14,194500,197000,192000,192500,63749
2022-09-15,193500,195000,192500,193000,37666
2022-09-16,192000,192500,189000,189500,100732
2022-09-19,190000,193000,189000,193000,74768
2022-09-20,194500,195500,191500,195000,66085
2022-09-21,194000,195500,192500,192500,59384
2022-09-22,192500,194000,191500,193000,52725
2022-09-23,194500,196500,192000,196500,82835
2022-09-26,196000,200000,193000,196000,125950
2022-09-27,197000,197000,189500,192500,120388
2022-09-28,190000,193000,189000,191000,133331
2022-09-29,191000,195500,188000,188500,131520
2022-09-30,184500,188500,184000,184000,180981
2022-10-04,184500,192500,184500,191000,99012
2022-10-05,192000,193500,189500,190000,64433
2022-10-06,190500,190500,188500,189500,41321
2022-10-07,189000,197000,188000,196000,77252
2022-10-11,193500,195500,190500,191500,90296
2022-10-12,191000,191500,187000,187500,69539
2022-10-13,188500,190000,188000,188000,70180
2022-10-14,189000,193500,186500,192500,57783
2022-10-17,192000,195500,191000,194500,50394
2022-10-18,196500,197000,192500,195500,52679
2022-10-19,196000,197000,194000,196500,61095
2022-10-20,194500,198500,194500,198000,99989
2022-10-21,196500,198000,195000,196500,89215
2022-10-24,199000,199000,194500,196000,55530
2022-10-25,196500,196500,193500,194500,39950
2022-10-26,194000,198000,194000,196500,69733
2022-10-27,198000,198500,195500,196500,94680
2022-10-28,197000,204000,197000,204000,99637
2022-10-31,202000,204000,198500,200000,99125
2022-11-01,201000,203000,199500,200500,53580
2022-11-02,202000,205000,202000,204000,75040
2022-11-03,202000,204500,199000,201500,75557
2022-11-04,205500,207000,203500,206000,116752
2022-11-07,206500,207000,202000,204000,67571
2022-11-08,206000,207000,199000,202000,98240
2022-11-09,203500,204000,200000,202500,61594
2022-11-10,202500,203000,200000,201000,63714
2022-11-11,202500,203000,198500,200500,106115
2022-11-14,200000,201000,199000,200000,60639
2022-11-15,201000,201000,194000,195000,121326
2022-11-16,194500,195500,191000,193500,169283
2022-11-17,193000,195500,192500,193500,57623
2022-11-18,193500,195000,192500,194000,63974
2022-11-21,195000,197000,193000,195000,61189
2022-11-22,194500,197000,194000,197000,54989
2022-11-23,195500,197500,195000,196500,52940
2022-11-24,197500,200500,197000,200500,60397
2022-11-25,199500,203500,199500,203500,76073
2022-11-28,201000,203500,199500,201000,45841
2022-11-29,201500,205500,200000,204500,60060
2022-11-30,203500,206000,203500,205500,124510
2022-12-01,204000,206000,202000,203500,78408
2022-12-02,203000,203000,196500,197000,116690
2022-12-05,198000,199000,195000,197000,94438
2022-12-06,197500,199000,195500,198000,96737
2022-12-07,199500,205000,198000,203000,195673
2022-12-08,203500,205500,202000,204500,133789
2022-12-09,205500,207000,202500,207000,79727
2022-12-12,207000,210000,205000,209500,54265
2022-12-13,211500,214500,209500,212500,125931
2022-12-14,214500,214500,210500,212500,91245
2022-12-15,213000,214500,210000,210500,72891
2022-12-16,211500,214000,209000,214000,137373
2022-12-19,212000,215000,212000,214500,81754
2022-12-20,214500,216000,213000,216000,58861
2022-12-21,216000,216500,212500,215000,38738
2022-12-22,213500,217500,213500,217500,65676
2022-12-23,217500,218000,215000,216500,29019
2022-12-26,215000,216500,214500,215000,46968
2022-12-27,216000,216000,211500,213000,111521
2022-12-28,202000,206500,199000,206000,106997
2022-12-29,203500,204500,198500,200000,66949
2023-01-02,200500,201000,194500,194500,51688
2023-01-03,196500,197000,191500,194000,56028
2023-01-04,192500,196000,190500,195000,69045
2023-01-05,194000,197500,194000,195500,71174
2023-01-06,195000,205000,195000,204000,87101
2023-01-09,205000,207500,200000,201500,76413
2023-01-10,201500,204000,198000,201000,77604
2023-01-11,202000,202500,198500,200500,53752
2023-01-12,200000,204000,200000,201000,65861
2023-01-13,203000,203500,197500,201000,102703
2023-01-16,200000,204000,198500,200500,52975
2023-01-17,200500,207500,200000,206000,86312
2023-01-18,206500,207000,201500,203000,104680
2023-01-19,202000,210000,201500,207500,133346
2023-01-20,207000,212500,205000,206000,56445
2023-01-25,205000,208000,204000,206000,58111
2023-01-26,205000,209000,204500,205500,73560
2023-01-27,205000,210000,204500,209500,67539
2023-01-30,207500,209500,201000,201000,128488
2023-01-31,203000,206000,202000,203000,139174
2023-02-01,204000,209000,203000,208000,104852
2023-02-02,209000,209000,202000,203000,148698
2023-02-03,203000,205500,202000,205000,104937
2023-02-06,204000,205500,201000,202000,75569
2023-02-07,202000,205000,201000,202500,80995
2023-02-08,203000,205000,202000,203500,67228
2023-02-09,202000,203500,199600,199900,91301
2023-02-10,199700,203500,199200,203500,50269
2023-02-13,202000,204500,200500,203000,51195
2023-02-14,204000,204500,202000,204500,50061
2023-02-15,203500,205500,202000,205000,73593
2023-02-16,205000,206500,202500,205000,77965
2023-02-17,204000,207000,202500,206500,90552
2023-02-20,205500,206000,203000,205000,62711
2023-02-21,204000,206000,203500,206000,39981
2023-02-22,206500,208500,205500,207500,73578
2023-02-23,208500,215500,207000,212500,155605
2023-02-24,211000,217500,211000,213500,96779
2023-02-27,213500,217500,212500,216500,96180
2023-02-28,216000,216500,211000,214500,111624
2023-03-02,215000,219500,214500,218000,104536
2023-03-03,217500,218000,210500,211000,81281
2023-03-06,212500,217000,212000,215500,66702
2023-03-07,215500,216500,213500,214500,55112
2023-03-08,213000,213500,207000,209500,93360
2023-03-09,210500,215500,209000,213000,146524
2023-03-10,212500,216000,211500,214000,83293
2023-03-13,215500,218000,213500,218000,102903
2023-03-14,215500,217500,213000,215500,132218
2023-03-15,215000,217000,214000,216000,84342
2023-03-16,214500,215500,211000,212500,72982
2023-03-17,214500,216000,213000,215500,98668
2023-03-20,214500,215500,207500,208500,88379
2023-03-21,209500,212500,207500,207500,86991
2023-03-22,209000,210500,207500,209000,63048
2023-03-23,209000,210000,205500,208000,79255
2023-03-24,205500,206500,201000,202500,78816
2023-03-27,203000,203000,199800,200500,55599
2023-03-28,201500,203000,200500,202500,41441
2023-03-29,203000,208000,203000,207500,63322
2023-03-30,206000,208000,205000,207000,75078
2023-03-31,207000,209500,204500,206000,104204
2023-04-03,206000,208000,205000,207000,54933
2023-04-04,208000,208000,204000,207000,70266
2023-04-05,209000,210000,206500,206500,32626
2023-04-06,206500,207500,204500,204500,48424
2023-04-07,204500,204500,201500,202500,58148
2023-04-10,201500,205500,201000,202000,49469
2023-04-11,202500,206000,202000,204500,63268
2023-04-12,203500,207000,203500,206500,57556
2023-04-13,205000,207000,203500,205500,94334
2023-04-14,205500,208500,205500,207500,85721
2023-04-17,207500,208000,205500,206500,63230
2023-04-18,206500,212000,206000,211000,109277
2023-04-19,210000,213000,210000,212500,104344
