date,open,high,low,close,volume
2021-06-01,1258159,1269794,1205795,1210159,139555
2021-06-02,1211613,1215977,1186886,1189796,85555
2021-06-03,1195614,1204341,1179614,1198523,59120
2021-06-04,1191250,1224704,1189796,1221796,70046
2021-06-07,1239250,1245067,1221796,1224704,62165
2021-06-08,1279976,1281431,1239250,1243613,179650
2021-06-09,1246523,1252341,1213069,1213069,79000
2021-06-10,1214523,1253795,1208705,1243613,90647
2021-06-11,1250885,1250885,1229068,1229068,51067
2021-06-14,1230522,1243613,1229068,1240704,40496
2021-06-15,1236341,1236341,1223250,1224704,34359
2021-06-16,1220341,1220341,1210159,1211613,47426
2021-06-17,1204341,1221796,1202887,1211613,36559
2021-06-18,1208705,1221796,1207251,1215977,39840
2021-06-21,1204341,1245067,1202887,1242159,53491
2021-06-22,1236341,1237795,1221796,1230522,44464
2021-06-23,1234886,1258159,1231978,1246523,83799
2021-06-24,1247977,1256704,1234886,1243613,47464
2021-06-25,1243613,1252341,1227614,1234886,40680
2021-06-28,1236341,1242159,1226158,1226158,32661
2021-06-29,1224704,1243613,1220341,1230522,33923
2021-06-30,1230522,1236341,1223250,1223250,34435
2021-07-01,1229068,1250885,1218886,1243613,71684
2021-07-02,1242159,1250885,1234886,1243613,29206
2021-07-05,1246523,1274158,1236341,1261068,98350
2021-07-06,1256704,1258159,1236341,1236341,47129
2021-07-07,1236341,1249431,1229068,1229068,42454
2021-07-08,1237795,1263976,1236341,1255249,100511
2021-07-09,1255249,1275613,1233432,1246523,74317
2021-07-12,1256704,1265430,1246523,1265430,39131
2021-07-13,1265430,1266886,1247977,1258159,33794
2021-07-14,1259613,1262522,1249431,1256704,29979
2021-07-15,1259613,1277068,1258159,1271250,55936
2021-07-16,1275613,1314885,1271250,1307612,157116
2021-07-19,1310522,1343974,1295976,1332339,123541
2021-07-20,1329429,1355612,1309066,1327975,84656
2021-07-21,1330885,1330885,1288703,1310522,83682
2021-07-22,1306158,1322157,1284339,1285795,72188
2021-07-23,1279976,1309066,1272704,1298885,49425
2021-07-26,1306158,1338157,1294521,1300340,80221
2021-07-27,1311976,1330885,1304702,1320703,80062
2021-07-28,1304702,1333793,1304702,1317794,105616
2021-07-29,1326521,1338157,1313430,1325067,55311
2021-07-30,1327975,1327975,1293067,1294521,63573
2021-08-02,1306158,1330885,1301794,1327975,51663
2021-08-03,1327975,1333793,1313430,1322157,41344
2021-08-04,1323611,1327975,1297431,1313430,54953
2021-08-05,1320703,1364339,1319248,1326521,125254
2021-08-06,1348338,1351248,1332339,1336703,61069
2021-08-09,1332339,1336703,1317794,1322157,42974
2021-08-10,1338157,1431246,1330885,1377429,351619
2021-08-11,1391974,1425428,1371611,1418156,186287
2021-08-12,1405065,1435610,1389066,1413793,102070
2021-08-13,1422519,1439973,1405065,1429792,98972
2021-08-17,1445791,1483609,1439973,1471974,216619
2021-08-18,1479245,1522881,1431246,1444337,159440
2021-08-19,1431246,1460336,1413793,1418156,97997
2021-08-20,1426882,1460336,1419610,1434156,97535
2021-08-23,1447247,1474882,1441428,1467610,88803
2021-08-24,1473428,1474882,1374521,1390520,214675
2021-08-25,1400701,1412337,1359975,1400701,133592
2021-08-26,1402155,1403611,1375975,1387610,67203
2021-08-27,1377429,1387610,1371611,1377429,50548
2021-08-30,1384702,1387610,1354157,1377429,57327
2021-08-31,1368701,1403611,1365793,1403611,86517
2021-09-01,1405065,1409429,1390520,1399247,45417
2021-09-02,1399247,1399247,1378884,1378884,38275
2021-09-03,1380338,1397792,1378884,1383247,35929
2021-09-06,1384702,1394884,1377429,1387610,25849
2021-09-07,1381792,1386156,1375975,1381792,25859
2021-09-08,1374521,1381792,1352702,1354157,46319
2021-09-09,1345430,1352702,1322157,1327975,69512
2021-09-10,1336703,1359975,1336703,1345430,40127
2021-09-13,1338157,1351248,1320703,1327975,30720
2021-09-14,1332339,1336703,1323611,1327975,37089
2021-09-15,1336703,1367247,1330885,1361429,51549
2021-09-16,1361429,1370157,1332339,1332339,37508
2021-09-17,1333793,1357066,1329429,1357066,47830
2021-09-23,1336703,1365793,1336703,1338157,33597
2021-09-24,1339612,1346884,1330885,1341066,31484
2021-09-27,1345430,1359975,1333793,1338157,34332
2021-09-28,1327975,1327975,1263976,1266886,120271
2021-09-29,1242159,1277068,1234886,1271250,68613
2021-09-30,1261068,1282885,1259613,1271250,39754
2021-10-01,1268340,1284339,1265430,1272704,35837
2021-10-05,1234886,1249431,1173797,1181069,114699
2021-10-06,1189796,1197069,1138888,1150524,93722
2021-10-07,1160705,1198523,1160705,1185432,53592
2021-10-08,1204341,1207251,1181069,1207251,40629
2021-10-12,1221796,1227614,1194160,1213069,55983
2021-10-13,1213069,1223250,1205795,1205795,30166
2021-10-14,1223250,1249431,1214523,1249431,40918
2021-10-15,1256704,1266886,1243613,1263976,42361
2021-10-18,1274158,1275613,1247977,1247977,30391
2021-10-19,1265430,1266886,1249431,1262522,20288
2021-10-20,1265430,1290157,1262522,1272704,28907
2021-10-21,1272704,1275613,1252341,1262522,26130
2021-10-22,1262522,1284339,1261068,1279976,28962
2021-10-25,1275613,1278522,1252341,1275613,26661
2021-10-26,1277068,1293067,1265430,1278522,34319
2021-10-27,1301794,1320703,1298885,1306158,58988
2021-10-28,1320703,1320703,1288703,1288703,51214
2021-10-29,1303248,1307612,1259613,1266886,37217
2021-11-01,1275613,1284339,1265430,1271250,26489
2021-11-02,1262522,1284339,1262522,1271250,24445
2021-11-03,1274158,1279976,1253795,1271250,25472
2021-11-04,1282885,1293067,1256704,1258159,30826
2021-11-05,1258159,1269794,1236341,1256704,32895
2021-11-08,1236341,1242159,1175251,1197069,65131
2021-11-09,1194160,1215977,1192706,1201432,26300
2021-11-10,1194160,1215977,1183978,1192706,38335
2021-11-11,1182524,1192706,1179614,1191250,26433
2021-11-12,1192706,1227614,1192706,1211613,31176
2021-11-15,1229068,1269794,1221796,1256704,51443
2021-11-16,1259613,1272704,1237795,1268340,30708
2021-11-17,1262522,1266886,1229068,1236341,33549
2021-11-18,1229068,1237795,1213069,1223250,26442
2021-11-19,1242159,1297431,1236341,1297431,74993
2021-11-22,1285795,1303248,1269794,1274158,46616
2021-11-23,1263976,1275613,1239250,1243613,40233
2021-11-24,1237795,1258159,1231978,1234886,28068
2021-11-25,1229068,1243613,1229068,1231978,16667
2021-11-26,1227614,1285795,1224704,1265430,47916
2021-11-29,1291613,1338157,1274158,1285795,76302
2021-11-30,1290157,1316340,1285795,1293067,80173
2021-12-01,1294521,1330885,1288703,1295976,64062
2021-12-02,1288703,1303248,1258159,1297431,40114
2021-12-03,1274158,1314885,1268340,1309066,39353
2021-12-06,1310522,1322157,1287249,1310522,31543
2021-12-07,1288703,1297431,1234886,1275613,62923
2021-12-08,1284339,1338157,1282885,1329429,93557
2021-12-09,1329429,1336703,1309066,1332339,64871
2021-12-10,1319248,1332339,1310522,1310522,26541
2021-12-13,1319248,1323611,1266886,1268340,52513
2021-12-14,1288703,1301794,1268340,1294521,50302
2021-12-15,1307612,1326521,1301794,1314885,53351
2021-12-16,1333793,1394884,1333793,1393430,191648
2021-12-17,1386156,1406519,1371611,1389066,94123
2021-12-20,1397792,1399247,1352702,1359975,43551
2021-12-21,1361429,1374521,1343974,1351248,32461
2021-12-22,1330885,1345430,1306158,1310522,54011
2021-12-23,1310522,1316340,1282885,1303248,45842
2021-12-24,1303248,1313430,1287249,1287249,33188
2021-12-27,1287249,1304702,1287249,1288703,38400
2021-12-28,1295976,1298885,1284339,1295976,60994
2021-12-29,1307612,1316340,1285795,1294521,48053
2021-12-30,1394884,1394884,1303248,1313430,116176
2022-01-03,1313430,1338157,1311976,1325067,30918
2022-01-04,1311976,1325067,1287249,1291613,47744
2022-01-05,1281431,1282885,1240704,1252341,65014
2022-01-06,1252341,1259613,1214523,1218886,55078
2022-01-07,1218886,1236341,1218886,1227614,48472
2022-01-10,1240704,1240704,1213069,1215977,32801
2022-01-11,1211613,1227614,1211613,1211613,27652
2022-01-12,1224704,1253795,1218886,1246523,43855
2022-01-13,1243613,1258159,1229068,1258159,41481
2022-01-14,1249431,1253795,1226158,1236341,33053
2022-01-17,1218886,1236341,1195614,1201432,47742
2022-01-18,1201432,1208705,1170887,1172341,64246
2022-01-19,1165069,1201432,1163615,1186886,32234
2022-01-20,1192706,1195614,1178160,1186886,25225
2022-01-21,1179614,1207251,1178160,1189796,25712
2022-01-24,1182524,1192706,1172341,1179614,27155
2022-01-25,1182524,1185432,1134525,1134525,69716
2022-01-26,1137433,1140342,1101070,1101070,65435
2022-01-27,1101070,1102524,1035618,1035618,111340
2022-01-28,1016709,1090889,1007981,1074890,114212
2022-02-03,1090889,1141797,1083616,1122888,64476
2022-02-04,1106888,1134525,1105434,1118525,28011
2022-02-07,1114162,1117070,1086525,1109798,31398
2022-02-08,1134525,1221796,1122888,1163615,115248
2022-02-09,1151978,1163615,1121433,1124343,49783
2022-02-10,1125797,1135979,1121433,1128707,34480
2022-02-11,1108342,1108342,1083616,1096707,41426
2022-02-14,1079252,1125797,1074890,1109798,40223
2022-02-15,1112706,1121433,1069070,1076344,38277
2022-02-16,1092343,1114162,1085071,1101070,29795
2022-02-17,1111252,1127251,1083616,1105434,34581
2022-02-18,1085071,1103980,1083616,1101070,25633
2022-02-21,1083616,1119979,1080707,1115616,22247
2022-02-22,1099616,1131615,1098161,1127251,35517
2022-02-23,1134525,1141797,1118525,1118525,24422
2022-02-24,1112706,1114162,1090889,1105434,27606
2022-02-25,1105434,1122888,1102524,1118525,37930
2022-02-28,1114110,1146488,1099393,1146488,42883
2022-03-02,1161206,1168565,1121469,1130299,43347
2022-03-03,1130299,1159734,1122941,1158262,30781
2022-03-04,1159734,1168565,1133243,1140601,29042
2022-03-07,1124412,1133243,1111167,1124412,26793
2022-03-08,1118525,1143545,1108223,1131771,26279
2022-03-10,1153847,1170036,1140601,1167093,57269
2022-03-11,1155319,1175923,1147960,1158262,27080
2022-03-14,1152375,1175923,1145017,1175923,35046
2022-03-15,1177395,1199471,1167093,1193584,39585
2022-03-16,1209773,1217132,1195056,1215660,36725
2022-03-17,1227434,1236265,1196528,1199471,42855
2022-03-18,1200943,1221547,1200943,1218604,34806
2022-03-21,1220076,1231850,1217132,1220076,33657
2022-03-22,1221547,1231850,1199471,1230378,22834
2022-03-23,1230378,1242152,1223019,1228906,27099
2022-03-24,1221547,1228906,1198000,1212717,30957
2022-03-25,1208302,1212717,1193584,1205358,29744
2022-03-28,1192113,1212717,1192113,1211245,21573
2022-03-29,1217132,1218604,1206830,1218604,22387
2022-03-30,1224491,1248039,1220076,1242152,34071
2022-03-31,1230378,1236265,1215660,1217132,40223
2022-04-01,1214189,1214189,1199471,1206830,30707
2022-04-04,1192113,1205358,1181810,1200943,31659
2022-04-05,1199471,1208302,1193584,1196528,26027
2022-04-06,1190641,1211245,1187697,1196528,34747
2022-04-07,1189169,1208302,1189169,1192113,32781
2022-04-08,1195056,1202415,1177395,1190641,24484
2022-04-11,1178867,1196528,1172980,1178867,21664
2022-04-12,1170036,1183282,1150904,1162678,28759
2022-04-13,1168565,1192113,1158262,1189169,30200
2022-04-14,1190641,1239208,1186226,1234793,75688
2022-04-15,1221547,1252454,1209773,1228906,39054
2022-04-18,1217132,1228906,1209773,1224491,19788
2022-04-19,1225963,1228906,1212717,1214189,23196
2022-04-20,1215660,1215660,1184754,1184754,30024
2022-04-21,1196528,1198000,1186226,1186226,15951
2022-04-22,1183282,1184754,1171508,1178867,25930
2022-04-25,1164149,1177395,1164149,1167093,18630
2022-04-26,1171508,1203886,1171508,1183282,38478
2022-04-27,1167093,1198000,1164149,1192113,24038
2022-04-28,1206830,1228906,1195056,1228906,67002
2022-04-29,1217132,1234793,1217132,1233321,43705
2022-05-02,1220076,1234793,1220076,1233321,18559
2022-05-03,1234793,1242152,1223019,1224491,23531
2022-05-04,1225963,1231850,1186226,1199471,29677
2022-05-06,1183282,1190641,1168565,1168565,35501
2022-05-09,1170036,1177395,1164149,1174452,24762
2022-05-10,1178867,1189169,1165621,1174452,35784
2022-05-11,1167093,1174452,1162678,1167093,20288
