date,open,high,low,close,volume
2021-06-01,70600,75200,70200,75000,615920
2021-06-02,76600,77300,75300,76700,475799
2021-06-03,77000,77600,75500,76400,352298
2021-06-04,76200,78300,75500,76300,365234
2021-06-07,77000,77000,75000,75100,268646
2021-06-08,74500,75000,72800,73700,371345
2021-06-09,74200,75600,72600,73000,275483
2021-06-10,73100,73300,72000,72900,214153
2021-06-11,73000,73200,72100,72500,215632
2021-06-14,72900,72900,72100,72700,128556
2021-06-15,73100,73300,71800,72200,274472
2021-06-16,72300,72700,71800,72400,191921
2021-06-17,71900,72000,71000,71000,296559
2021-06-18,70700,71000,69800,69900,471752
2021-06-21,69500,70900,69000,70500,222464
2021-06-22,71500,72200,70700,71000,199635
2021-06-23,71100,71500,70100,70700,258477
2021-06-24,70900,71500,70400,71100,140663
2021-06-25,71100,73000,71000,72500,274131
2021-06-28,73000,73200,71700,72900,304724
2021-06-29,71800,71800,70800,70900,249872
2021-06-30,71100,71200,70500,70800,126671
2021-07-01,71000,71000,69700,69900,242859
2021-07-02,70000,72200,69900,71600,250971
2021-07-05,71600,71700,70400,71000,95195
2021-07-06,71700,71700,70700,70800,150636
2021-07-07,70000,70500,68600,68900,516359
2021-07-08,68900,69000,66900,67100,476814
2021-07-09,66500,66800,65700,66600,244779
2021-07-12,67100,68900,67100,68300,160837
2021-07-13,68800,69600,68500,69500,169669
2021-07-14,68900,70000,68400,69500,163073
2021-07-15,69800,71500,69800,70300,196332
2021-07-16,70500,70500,68800,69200,178430
2021-07-19,68800,68900,67600,67800,193004
2021-07-20,66700,67500,66700,67100,202704
2021-07-21,67400,68800,67400,68000,162517
2021-07-22,68800,70700,68400,69800,227994
2021-07-23,69500,70100,69100,69700,136323
2021-07-26,70300,70400,68000,68000,173480
2021-07-27,68700,69200,68200,68200,106547
2021-07-28,68900,69200,67700,68900,119875
2021-07-29,69100,69500,68900,69200,94743
2021-07-30,70000,70000,68500,68500,163831
2021-08-02,69500,69500,68300,68700,108610
2021-08-03,68500,69100,68200,68700,126624
2021-08-04,69200,69800,68700,69500,172901
2021-08-05,69300,69900,68900,68900,115106
2021-08-06,69400,69600,68600,69000,114639
2021-08-09,68500,68600,67600,67800,209084
2021-08-10,67800,67800,66800,67100,169621
2021-08-11,67900,69300,67500,69200,297931
2021-08-12,69200,70000,68200,68600,145943
2021-08-13,69200,69200,67100,67800,164451
2021-08-17,68000,68300,66000,66300,213441
2021-08-18,66300,67100,66000,66600,100577
2021-08-19,66700,66700,63700,63900,283865
2021-08-20,63800,64600,62000,63100,234833
2021-08-23,63200,64900,63000,63800,142239
2021-08-24,65000,66200,64900,65800,158514
2021-08-25,66000,66600,64800,65700,207366
2021-08-26,65000,65800,64200,64500,142805
2021-08-27,64500,65200,63900,64600,121040
2021-08-30,65400,66100,65100,65800,156676
2021-08-31,65100,65800,64600,65300,333726
2021-09-01,65300,66300,65100,65900,129363
2021-09-02,65900,66500,64800,64800,168586
2021-09-03,65200,65800,65000,65300,139510
2021-09-06,65500,66400,65200,65800,167723
2021-09-07,66500,67000,65600,66800,175435
2021-09-08,66800,68000,66100,67200,207488
2021-09-09,67200,67200,65200,65300,197807
2021-09-10,65900,66200,64700,65400,131794
2021-09-13,65500,66100,64700,66000,127948
2021-09-14,66700,69200,66500,68400,359558
2021-09-15,69000,69000,68000,68600,189692
2021-09-16,69900,70800,68700,69800,357375
2021-09-17,70500,70600,65200,65300,919473
2021-09-23,65300,65300,63600,64400,220574
2021-09-24,64600,64800,63900,64100,132488
2021-09-27,63400,65600,63400,64500,125577
2021-09-28,64100,66200,63800,65900,205008
2021-09-29,64900,65800,64000,64400,181476
2021-09-30,64000,65200,63800,64700,121317
2021-10-01,64100,65200,63500,64000,145533
2021-10-05,63400,64700,63300,64400,199684
2021-10-06,64600,65100,63500,63600,173170
2021-10-07,64000,64800,62700,63400,269296
2021-10-08,63500,63800,62100,62300,216349
2021-10-12,62600,64700,62000,64700,267069
2021-10-13,64700,65200,63700,64300,128827
2021-10-14,64900,64900,63600,64300,127811
2021-10-15,64300,65000,64100,64700,125433
2021-10-18,64700,65100,63700,64100,122605
2021-10-19,64300,64500,63900,63900,88600
2021-10-20,63900,64400,62500,62800,214973
2021-10-21,62900,63900,62700,63400,193974
2021-10-22,62900,63700,62400,62700,135290
2021-10-25,62700,65500,62400,65000,312194
2021-10-26,65200,65300,64300,65100,95476
2021-10-27,64900,66500,64400,65100,264863
2021-10-28,64900,65100,63200,63200,209223
2021-10-29,63700,64500,62800,63200,184777
2021-11-01,63200,63700,62600,62800,158498
2021-11-02,63200,64000,63000,63600,125274
2021-11-03,63700,63800,62700,62800,144884
2021-11-04,63000,63400,62200,62200,171048
2021-11-05,62400,62600,61100,61800,206359
2021-11-08,61900,62000,61200,61400,125572
2021-11-09,61500,62200,61400,61400,95378
2021-11-10,61100,61800,60300,60300,181167
2021-11-11,60100,60600,59400,59900,200324
2021-11-12,59500,61000,59500,60900,120561
